psp_name;grid_easting;grid_northing;typetable;pvoltage;firm_cap;mindemand;maxdemand;rpf;gentot;demtot;genhr;demhr;fl_break_d;fl_break_r;fl_make_d;fl_make_r;fl;worst_tap;gen_voltage_constraint;upgenconst;dem_voltage_constraint;gsp_hm_constraint_manual;odp_primary_name;updemconst;upstreamname;gsp_name;genconstraint;demconstraint;worst_case_constraint_gen_colour;worst_case_constraint_dem_colour;substation_location;fault_level_
Poppleton;457043.0;453520.0;GSP;33.0;120.0;12.0;38.0;1.0;652.063;17.75;0.0;64.25;11.22;17.5;32.53;44.6;0.729372203350067;0.0;Data Not Available;NGET;Data Not Available;R;Poppleton;NGET;NGET;Poppleton;Green;Green;Green;Green;53.97460772825801, -1.1318060432433281;72.9372203350067
Queensbury;411368.0;429418.0;Primary;11.0;24.0;2.73000001907349;13.75;1.0;0.0;0.0;0.0;10.25;9.301694;13.1216;24.55354;32.80399;0.921568632125854;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Queensbury;No;Holmfield;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.760995399567385, -1.8290448350244124;92.1568632125854
Ravensworth;426050.0;557228.0;Supply Point;66.0;87.2;15.8699998855591;48.75;1.0;81.78897;6.8102;0.0;0.0;7.42;25.0;20.81;62.5;1.05919992923737;0.0;Data Not Available;NO;Data Not Available;R;Ravensworth;Upstream Constraint;Stella South;Stella South;Red - Fault Level;Red - Fault Level;Red;Red;54.9090910643867, -1.595226443807873;105.919992923737
Rawcliffe;469810.0;421189.0;Primary;11.0;8.0;1.16999995708466;4.03000020980835;1.0;6.0;0.632;0.0;3.33799979019165;5.357842;16.0;13.33249;40.0;0.729298114776611;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Rawcliffe;No;Camblesforth;Camblesforth;Amber - Voltage;Green;Amber;Green;53.68250597862967, -0.9445202894612987;72.9298114776611
Rawcliffe Lane;458695.0;454111.0;Primary;11.0;22.0;4.06999969482422;15.7414741516113;1.0;0.086;0.75;0.0;5.50852584838867;11.27;13.1;31.19;33.4;0.933832287788391;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Rawcliffe Lane;No;Melrosegate;Osbaldwick;"Red - Voltage; Amber - Fault Level";Amber - Fault Level;Red;Amber;53.97973427078087, -1.1065092333887676;93.3832287788391
Rawmarsh Road 1_2 Direct;442853.0;393468.0;Primary;11.0;39.0;7.0;23.0;1.0;0.0;0.0;0.0;0.0;9.890511;13.1216;28.71803;32.80399;1.00065362453461;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Rawmarsh Road 1_2;GSP Constraint;Rawmarsh Road 1_2;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.43625692720961, -1.3564155122587092;100.065362453461
Rawson Road;415999.0;433398.0;Primary;11.0;23.0;2.21000003814697;10.0900001525879;0.0;0.0;0.0;0.0;12.9099998474121;8.998515;13.1216;24.47246;32.80399;0.921568632125854;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Rawson Road;No;Girlington;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.79664666532374, -1.7585954065220846;92.1568632125854
Richmond T1;418200.0;501775.0;Primary;11.0;24.0;1.91999995708466;10.8100004196167;0.5;0.0;0.0;0.0;0.0;8.07;13.1;20.98;33.4;0.822285711765289;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Richmond T1;GSP Constraint;Leeming Bar/Skeeby;Norton;Red - Voltage;Green;Red;Green;54.41110557863428, -1.7210922453257638;82.2285711765289
Richmond T2;418200.0;501775.0;Primary;11.0;24.0;-0.949999988079071;4.80000019073486;0.5;0.0;0.0;0.0;0.0;8.07;13.1;20.98;33.4;0.847533643245697;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Richmond T2;GSP Constraint;Darlington North;Norton;Red - Voltage;Green;Red;Green;54.41110557863428, -1.7210922453257638;84.7533643245697
Rise Carr;428615.0;516869.0;Primary;6.0;23.0;1.95000004768372;9.11999988555908;1.0;0.0;0.0;0.0;0.0;13.56;21.9;41.48;55.8;0.847533643245697;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Rise Carr;GSP Constraint;Darlington North;Norton;Red - Voltage;Green;Red;Green;54.54627357593692, -1.5591729616725991;84.7533643245697
Romanby;435677.0;492497.0;Primary;11.0;8.0;0.779999971389771;3.42000007629395;1.0;0.0;0.0;0.0;0.0;4.15;25.0;10.17;62.5;0.822285711765289;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Romanby;GSP Constraint;Leeming Bar/Skeeby;Norton;Green;Green;Green;Green;54.32680579988951, -1.4529360402687364;82.2285711765289
Saint Andrews Road 132/33kV;415144.0;417197.0;Supply Point;33.0;64.4;7.01999998092651;49.310001373291;1.0;1.439;9.525;44.3775000000001;5.56499862670899;10.82177;17.49546;29.39236;43.73866;0.67199969291687;0.0;Data Not Available;NO;Data Not Available;R;Saint Andrews Road 132/33kV;NO;Skelton Grange;Skelton Grange;Green;Green;Green;Green;53.65105754061174, -1.7723621663387958;67.199969291687
Saltholme;449281.0;523654.0;GSP;132.0;260.0;-127.0;78.0;1.0;291.41;121.952;0.0;60.048;14.04;20.0;38.66;50.0;0.77319997549057;0.0;Data Not Available;NGET;Data Not Available;R;Saltholme;NGET;NGET;Saltholme;Green;Green;Green;Green;54.60565858338173, -1.2386005458986904;77.31999754905699
Saxon Road;434939.0;384852.0;Primary;11.0;24.0;2.6800000667572;11.2799997329712;0.0;0.0;0.0;2.6800000667572;12.7200002670288;11.24473;13.1216;30.3292;32.80399;1.0459953546524;10.0;No Voltage Constraint;No;No Voltage Constraint;G;Saxon Road;No;Norton Lees;Norton Lees;Red - Fault Level;Red - Fault Level;Red;Red;53.359396850862375, -1.476486858283624;104.59953546524
Scarborough Grid;503373.0;486618.0;Supply Point;33.0;100.0;26.5699996948242;68.7699966430664;1.0;89.798;0.8144;0.0;30.4156033569336;13.18;17.5;35.01;44.6;0.784977555274963;0.0;Data Not Available;NO;Data Not Available;R;Scarborough Grid;NO;Osbaldwick;Osbaldwick;Green;Green;Green;Green;54.264786241217244, -0.4143739412813021;78.49775552749631
Scartho;526055.0;405924.0;Primary;11.0;23.0;3.53999996185303;18.2399997711182;1.0;2.42;0.872;0.0;0.0;7.227665;13.1216;17.52216;32.80399;0.750512838363647;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Scartho;GSP Constraint;Yarborough Road 132/33kV;Grimsby West;Green;Green;Green;Green;53.53485026929107, -0.09951444720446262;75.0512838363647
Severus Hill;457949.0;451846.0;Primary;11.0;24.0;3.59999990463257;12.9700002670288;0.0;0.0;0.0;0.0;11.0299997329712;9.5699;13.1;27.6339;32.8;0.842496931552887;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Severus Hill;No;Poppleton;Poppleton;Green;Green;Green;Green;53.95946355103885, -1.1183123676309201;84.2496931552887
Silsden;405115.0;445895.0;Supply Point;33.0;108.0;14.4700002670288;77.4499969482422;1.0;40.9;1.8625;0.0;28.6875030517578;13.277;13.1216;38.08421;32.80399;1.16096258163452;0.0;Data Not Available;NO;Data Not Available;R;Silsden;NO;Bradford West;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.90918640573602, -1.9236248894830266;116.09625816345199
Simonside;434402.0;564453.0;Primary;11.0;24.0;2.95000004768372;11.4300003051758;0.5;0.995;1.0;13.9550000476837;11.5699996948242;9.51;13.1;27.28;32.8;1.04282510280609;2.0;Some Voltage Constraint;No;No Voltage Constraint;G;Simonside;No;South Shields;South Shields;"Red - Fault Level; Amber - Voltage";Red - Fault Level;Red;Red;54.97351045422601, -1.4641033605624827;104.282510280609
Skillings Lane;494181.0;426368.0;Primary;11.0;24.0;-0.579999983310699;9.47999954223633;0.5;1.507;5.608;0.0;8.91200045776367;8.035013;19.94483;20.93858;49.86207;0.826030850410461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Skillings Lane;No;Hull West;Creyke Beck;Green;Green;Green;Green;53.72522258810669, -0.5740689058715255;82.6030850410461
Skipton;399882.0;451256.0;Primary;11.0;19.0;2.82646155357361;13.2200002670288;1.0;0.0;0.0;0.0;5.77999973297119;7.743495;19.99731;19.42215;49.99329;1.16096258163452;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Skipton;No;Silsden;Bradford West;Red - Fault Level;Red - Fault Level;Red;Red;53.957393807482056, -2.003286090120964;116.09625816345199
Smith Street;443730.0;426373.0;Primary;11.0;19.0;1.87000000476837;6.69999980926514;0.5;1.2;1.56;0.0;10.7400001907349;7.865087;13.1216;20.6449;32.80399;0.910400032997131;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Smith Street;No;Kirkhaw Lane;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.73192483459678, -1.33861624834045;91.0400032997131
Smithy Green;434909.0;408660.0;Primary;11.0;8.0;1.13999998569489;4.76000022888184;0.0;0.0;0.0;1.13999998569489;3.23999977111816;4.896772;13.1216;12.23302;32.80399;1.0;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Smithy Green;No;Barugh 132/66kV;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.573387031600625, -1.474301702054801;100.0
South Kirkby;444241.0;411812.0;Primary;11.0;23.0;2.79999995231628;10.3249597549438;0.0;0.0;0.0;0.0;12.6750402450562;10.88618;25.0;27.82207;62.5;0.807755649089813;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;South Kirkby;No;Ferrybridge A;Ferrybridge A;Green;Green;Green;Green;53.601014250177215, -1.3329402454842767;80.7755649089813
South Reston;540832.0;382763.0;Primary;11.0;8.0;-2.94000005722046;3.25999999046326;0.0;0.0;0.0;0.0;0.0;3.090748;13.1216;7.073636;32.80399;1.0;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;South Reston;GSP Constraint;Wold Newton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.32306016825728, 0.11294146389141302;100.0
South Shields;435311.0;564439.0;GSP;33.0;100.0;-9.0;48.0;1.0;36.845;23.915;54.155;28.085;16.02;17.5;46.51;44.6;1.04282510280609;0.0;Data Not Available;NGET;Data Not Available;G;South Shields;NGET;NGET;South Shields;Red - Fault Level;Red - Fault Level;Red;Red;54.9733212924071, -1.4499053921239111;104.282510280609
Southgate;488141.0;441451.0;Primary;11.0;8.0;1.11899995803833;5.49481582641602;0.0;0.083;0.4268;0.0;2.07838417358398;4.849576;13.1216;12.05546;32.80399;0.967336595058441;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Southgate;No;Beverley 132/33kV;Creyke Beck;"Red - Fault Level; Red - Voltage";Red - Fault Level;Red;Red;53.861805070328884, -0.6612744697612207;96.7336595058441
Spark Mill Lane;504250.0;439014.0;Primary;11.0;23.0;4.19000005722046;15.6599998474121;0.5;0.0;0.0;0.0;7.34000015258789;9.628655;13.1216;26.51754;32.80399;0.967336595058441;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Spark Mill Lane;No;Beverley 132/33kV;Creyke Beck;Red - Fault Level;Red - Fault Level;Red;Red;53.83692900411982, -0.41725375772489814;96.7336595058441
Starbeck;432965.0;455789.0;Primary;11.0;21.0;6.26999998092651;20.9300003051758;1.0;3.853;1.9;0.0;0.0;8.74;13.1;24.91;33.4;0.745808362960815;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Starbeck;No;Harrogate 132/33kV;Knaresborough;Red - Voltage;Green;Red;Green;53.997090546507934, -1.4986354356155682;74.5808362960815
Staygate;416586.0;430075.0;Supply Point;33.0;123.0;22.4400005340576;65.0100021362305;1.0;2.228;4.12;44.3775000000001;53.8699978637695;11.61541;25.01851;31.51714;62.54628;0.503901124000549;0.0;Data Not Available;NO;Data Not Available;R;Staygate;NO;Skelton Grange;Skelton Grange;Green;Green;Green;Green;53.76676164495374, -1.74986156771212;50.390112400054896
Stella North;417738.0;564838.0;GSP;132.0;260.0;45.0;186.0;1.0;578.607;37.4687;0.0;36.5313;18.19;25.0;52.72;62.5;0.843520045280457;0.0;Data Not Available;NGET;Data Not Available;R;Stella North;NGET;NGET;Stella North;Green;Green;Green;Green;54.97783789648063, -1.7243999186178938;84.3520045280457
Stokesley;452736.0;509334.0;Primary;11.0;13.0;0.259999990463257;8.65999984741211;1.0;0.0;0.0;0.0;0.0;8.06;25.0;20.71;62.5;0.839910328388214;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Stokesley;GSP Constraint;Bowesfield;Norton;Amber - Voltage;Green;Amber;Green;54.47663199023074, -1.1876788970217242;83.9910328388214
Stoney Cut;441329.0;546941.0;Primary;20.0;32.0;-1.75;17.7900009155273;1.0;9.416;0.375;0.0;13.8349990844727;7.06;20.0;20.2;50.0;0.643010795116425;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Stoney Cut;No;Hawthorn Pit Grid;Hawthorn Pit Grid;Red - Voltage;Green;Red;Green;54.81562741919829, -1.3584017520469822;64.3010795116425
Stow;487063.0;381434.0;Primary;11.0;6.0;-9.52000045776367;4.8600001335144;1.0;0.0;0.0;0.0;0.0;5.221426;13.1216;12.61551;32.80399;1.0;10.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Stow;GSP Constraint;Blyton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.32267988745902, -0.6943917302803259;100.0
Swan Bank Lane;409878.0;424529.0;Primary;11.0;24.0;3.8199999332428;10.5699996948242;0.0;0.0;0.0;0.0;13.4300003051758;9.960871;13.1216;26.8435;32.80399;0.818299770355225;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Swan Bank Lane;No;Halifax 132/33kV;Elland;Green;Green;Green;Green;53.717083048205936, -1.851800111030471;81.8299770355225
Sweet Street;429341.0;432601.0;Primary;11.0;30.0;2.27687215805054;7.17921543121338;1.0;0.3;6.8008;29.5015007629395;15.3108033569336;9.434293;19.99731;26.50865;49.99329;0.72975492477417;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Sweet Street;Upstream Constraint;Low Road;Skelton Grange;Green;Green;Green;Green;53.788905192403995, -1.5561271751540557;72.975492477417
Tanfield;419230.0;554621.0;Primary;11.0;32.0;3.29999995231628;12.1599998474121;0.0;0.0;0.0;0.0;0.0;9.08;13.1;26.44;32.8;1.05919992923737;3.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Tanfield;GSP Constraint;Annfield;Stella South;"Red - Fault Level; Amber - Voltage";Red - Fault Level;Red;Red;54.8859715717608, -1.7017692414582373;105.919992923737
Tankersley Park;435226.0;398062.0;Primary;11.0;23.0;7.96999979019165;19.8400001525879;0.0;0.55;0.8;0.0;2.35999984741211;10.48347;16.00835;28.29401;40.02087;1.0;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Tankersley Park;No;West Melton;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.47811127808617, -1.47070308354686;100.0
Templeborough 33/11kV;441186.0;391396.0;Primary;11.0;23.0;2.03999996185303;12.8699998855591;0.0;0.0;0.0;0.0;0.0;11.63403;13.1216;30.5272;32.80399;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Templeborough 33/11kV;GSP Constraint;Blackburn Meadows B;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.41776629804294, -1.3817767748861751;100.065362453461
Thornhill 132kV;422987.0;420182.0;Supply Point;33.0;114.0;15.0699996948242;81.129997253418;1.0;43.705;9.1604;0.0;23.709602746582;13.87952;21.9918;39.18298;54.97949;0.712683498859406;0.0;Data Not Available;NO;Data Not Available;R;Thornhill 132kV;NO;Elland;Elland;Green;Green;Green;Green;53.67760259235987, -1.653487881315149;71.2683498859406
Thorpe Road;476293.0;429221.0;Primary;11.0;24.0;0.479999989271164;15.039999961853;0.0;10.624;0.1792;0.0;8.78080003814697;9.41429;13.1216;24.12815;32.80399;0.855962336063385;11.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Thorpe Road;No;Osgodby 3/4;Drax;Green;Green;Green;Green;53.75377870270522, -0.8444090926232424;85.5962336063385
Tinsley Wire Industries;439495.0;390289.0;Primary;11.0;24.0;0.670000016689301;4.51000022888184;0.0;0.57;5.5;0.0;0.0;10.42477;13.1216;27.46756;32.80399;1.00065362453461;9.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Tinsley Wire Industries;GSP Constraint;Blackburn Meadows B;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.40794544681387, -1.407356480994735;100.065362453461
Toller Lane;413854.0;434924.0;Primary;11.0;23.0;5.22463369369507;9.43027019500732;1.0;0.0;0.0;0.0;13.5697298049927;10.8038;13.1216;27.93018;32.80399;0.921568632125854;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Toller Lane;No;Girlington;Bradford West;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.81042323414031, -1.7910909706089564;92.1568632125854
Toronto 66/20kV;419280.0;530982.0;Primary;20.0;40.0;4.1100001335144;14.9899997711182;1.0;0.0;0.0;0.0;25.0100002288818;6.43;9.2;20.88;23.5;0.888510584831238;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Toronto 66/20kV;No;Toronto;Spennymoor GSP;Green;Green;Green;Green;54.67354107947762, -1.7025512557628952;88.85105848312381
Usworth;432348.0;558068.0;Primary;11.0;24.0;0.449999988079071;15.4899997711182;1.0;0.55;2.0;23.8999999880791;6.51000022888184;9.11;20.0;27.82;50.0;0.931003630161285;3.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Usworth;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.91627261850323, -1.496906120473945;93.1003630161285
Varley Street;421977.0;434225.0;Primary;11.0;23.0;3.6800000667572;12.5600004196167;1.0;0.0;0.0;26.6800000667572;10.4399995803833;11.58898;16.00835;32.17661;40.02087;0.803995728492737;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Varley Street;No;Rodley;Skelton Grange;Green;Green;Green;Green;53.80386276816305, -1.6677843121878069;80.39957284927371
Walesby;511809.0;390044.0;Primary;11.0;8.0;2.04999995231628;5.61999988555908;1.0;0.351;0.2376;0.0;0.0;3.861681;19.99731;9.046556;49.99329;1.0;6.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Walesby;GSP Constraint;Wold Newton;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.39539695647566, -0.31999724523468864;100.0
Walker;429654.0;564732.0;Primary;11.0;23.0;3.85999989509583;13.9200000762939;0.5;0.0;0.0;15.3599998950958;9.07999992370605;8.38;13.1;24.22;32.8;0.931003630161285;3.0;Some Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Walker;No;West Boldon;West Boldon;"Amber - Voltage; Amber- Fault level";Amber - Fault Level;Amber;Amber;54.976321532464645, -1.5382450153331018;93.1003630161285
Wardley;430182.0;562782.0;Primary;5.75;19.0;1.75;7.5;1.0;0.0;0.0;20.75;11.5;15.52;13.1;39.2;33.4;1.18473279476166;1.0;Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Wardley;No;West Boldon;West Boldon;"Red - Fault Level; Red - Voltage";Red - Fault Level;Red;Red;54.95876745122894, -1.5302007599943213;118.473279476166
Warren Lane;444486.0;441875.0;Primary;11.0;8.0;0.300000011920929;4.1399998664856;0.5;0.0;0.0;0.0;3.8600001335144;5.311;16.00835;14.61402;40.02087;0.910400032997131;8.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Warren Lane;No;Bramham;Ferrybridge B;Amber - Fault Level;Amber - Fault Level;Amber;Amber;53.87118262919653, -1.324924360626962;91.0400032997131
Weeland Road;450157.0;423597.0;Primary;11.0;23.0;7.59000015258789;20.0300006866455;0.0;0.0;0.0;0.0;2.96999931335449;11.3804;13.1216;32.0323;32.80399;0.976475715637207;14.0;No Voltage Constraint;Upstream Constraint;Some Voltage Constraint;R;Weeland Road;No;Kirkhaw Lane;Ferrybridge B;Red - Fault Level;"Red - Fault Level; Amber - Voltage";Red;Red;53.70639914312751, -1.2416529386060997;97.6475715637207
West Docks;507307.0;427233.0;Primary;11.0;23.0;2.9300000667572;11.4300003051758;0.0;0.0;0.0;0.0;11.5699996948242;8.564014;13.1216;24.2115;32.80399;0.855191946029663;7.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;West Docks;No;Hull South;Creyke Beck;Green;Green;Green;Green;53.73046279294094, -0.3749139136848616;85.5191946029663
West End Lane;460565.0;398539.0;Primary;11.0;23.0;0.0;11.3400001525879;1.0;0.0;0.0;0.0;0.0;10.67022;25.0;27.67761;62.5;1.00065362453461;5.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;West End Lane;GSP Constraint;Doncaster B/Thorpe Marsh;West Melton / Thorpe Marsh;Red - Fault Level;Red - Fault Level;Red;Red;53.48009854173628, -1.0888597638608888;100.065362453461
West Melton;441439.0;400680.0;Supply Point;66.0;141.0;29.5799999237061;102.230003356934;0.0;122.134;8.013;0.0;30.7569966430664;9.88212;13.1216;28.44797;32.80399;1.0;0.0;Data Not Available;NO;Data Not Available;R;West Melton;NO;West Melton Section 3;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.50119053998194, -1.3767500922867972;100.0
West Melton Section 3;441300.0;400676.0;GSP;132.0;360.0;112.0;212.0;1.0;361.56;23.7005;110.44;124.2995;40.0;40.0;100.0;100.0;1.0;0.0;Data Not Available;NGET;Data Not Available;R;West Melton Section 3;NGET;NGET;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.501165490271646, -1.3788459943160973;100.0
West Wylam;410436.0;563372.0;Primary;20.0;30.0;6.19999980926514;19.7199993133545;0.0;1.65;3.312;0.0;0.0;5.92;12.5;23.85;31.2;1.05919992923737;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;West Wylam;GSP Constraint;Coalburns;Stella South;"Red - Fault Level; Amber - Voltage";Red - Fault Level;Red;Red;54.964868917618396, -1.8385357671118174;105.919992923737
Westoe;437251.0;567023.0;Primary;11.0;24.0;3.25999999046326;11.539999961853;0.5;0.0;0.0;15.2599999904633;12.460000038147;9.26;13.1;25.58;32.8;1.04282510280609;1.0;Voltage Constraint;No;No Voltage Constraint;G;Westoe;No;South Shields;South Shields;"Red - Fault Level; Red - Voltage";Red - Fault Level;Red;Red;54.996399612434985, -1.4192655811370884;104.282510280609
Wheatacre Road;427331.0;398151.0;Primary;11.0;7.0;2.23000001907349;7.90999984741211;0.0;0.0;0.0;2.23000001907349;0.0;4.997462;13.1216;13.28246;32.80399;1.0;5.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Wheatacre Road;No;Hunshelf;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.47937859006656, -1.5896488238442061;100.0
Whitby T2;489993.0;510069.0;Primary;11.0;19.0;1.20000076293945;6.67000007629395;1.0;0.0;0.0;0.0;12.3299999237061;7.68;20.0;19.13;50.0;0.700653612613678;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Whitby T2;No;Malton Grid;Osbaldwick;Amber - Voltage;Green;Amber;Green;54.47800667911013, -0.6126470852137954;70.0653612613678
Whitby West T1;488525.0;510274.0;Primary;11.0;19.0;0.959999978542328;4.67000007629395;1.0;0.0;0.0;0.0;14.3299999237061;7.21;13.1;18.27;32.8;0.784977555274963;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Whitby West T1;No;Scarborough Grid;Osbaldwick;Amber - Voltage;Green;Amber;Green;54.48010627828065, -0.6352342464457756;78.49775552749631
Whitehall Road 2/3;429521.0;433314.0;Primary;11.0;30.0;1.79999995231628;7.23999977111816;1.0;0.3325;5.966;29.5015007629395;15.3108033569336;8.65293;19.99731;22.15299;49.99329;0.72975492477417;6.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Whitehall Road 2/3;Upstream Constraint;Low Road;Skelton Grange;Green;Green;Green;Green;53.79530327845111, -1.553327093517576;72.975492477417
Whitehall Road 4/5;429536.0;433261.0;Primary;11.0;19.0;1.60000002384186;7.23999977111816;1.0;0.0;0.0;20.6000000238419;11.7600002288818;11.05496;13.1216;28.07388;32.80399;0.855806708335876;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Whitehall Road 4/5;No;Beeston Royds 132/33kV;Kirkstall B;Green;Green;Green;Green;53.79482608328595, -1.553104449118475;85.5806708335876
Wold Newton;521580.0;399575.0;Supply Point;33.0;99.0;0.0;44.7900009155273;1.0;47.446;1.4891;0.0;0.0;11.18618;24.98352;27.60762;62.4588;1.0;0.0;Data Not Available;NO;Data Not Available;R;Wold Newton;Upstream Constraint;Keadby;Keadby;Red - Fault Level;Red - Fault Level;Red;Red;53.478865727921864, -0.16945561076167398;100.0
Woolley;431141.0;411244.0;Primary;11.0;23.0;1.65593862533569;8.28102016448975;0.0;0.0;0.0;1.65593862533569;14.7189798355103;9.172987;13.1216;24.23469;32.80399;1.0;4.0;No Voltage Constraint;GSP Constraint;No Voltage Constraint;R;Woolley;No;Barugh 132/66kV;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.59684833033986, -1.5309441383150617;100.0
Wormald Green 132/33kV;431336.0;464438.0;Supply Point;33.0;72.0;-15.6000003814697;42.6300010681152;1.0;66.1896;12.2184;0.0;17.1515989318848;9.9;17.5;26.49;44.6;0.593946218490601;0.0;Data Not Available;NO;Data Not Available;R;Wormald Green 132/33kV;NO;Knaresborough;Knaresborough;Green;Green;Green;Green;54.07492259291315, -1.5225942604937643;59.3946218490601
Worsbrough Park;435792.0;402447.0;Primary;11.0;23.0;3.22000002861023;12.2399997711182;0.0;0.096;0.763;0.0;9.99700022888184;6.920084;13.1216;16.20987;32.80399;1.0;4.0;No Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Worsbrough Park;No;West Melton;West Melton Section 3;Red - Fault Level;Red - Fault Level;Red;Red;53.517485658841146, -1.4616765939489273;100.0
Wynyard;444180.0;527380.0;Primary;11.0;40.0;-24.0;6.17000007629395;1.0;6.197;5.6584;0.0;17.7963;10.45;25.0;28.99;62.5;0.577598571777344;1.0;Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Wynyard;Upstream Constraint;Hartmoor;Hartmoor;Red - Voltage;Green;Red;Green;54.63961137504836, -1.3170017064613915;57.759857177734396
Yedingham;489900.0;478100.0;Primary;11.0;8.0;0.458924233913422;1.86000001430511;1.0;0.0;0.0;0.0;6.13999998569489;4.42;25.0;12.4;62.5;0.700653612613678;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Yedingham;No;Malton Grid;Osbaldwick;Amber - Voltage;Green;Amber;Green;54.19079650031152, -0.6237072351619348;70.0653612613678
Acklam;448851.0;517206.0;Primary;11.0;23.0;4.71999979019165;17.8600006103516;0.5;0.556;0.7964;0.0;0.0;8.32;13.1;24.78;32.8;0.839910328388214;2.0;Some Voltage Constraint;Upstream Constraint;No Voltage Constraint;R;Acklam;GSP Constraint;Bowesfield;Norton;Amber - Voltage;Green;Amber;Green;54.54775847569454, -1.246326278826524;83.9910328388214
